id,token,hash_like,metric
1974,token-001974-892f7410ff4b45ad,dcc2067f37807ce5472badd19f7b6f01b7550c4ac6a1607d5691b6a3ffb06b2b,197406019
1975,token-001975-14830190fd17f2a5,44990e0f2d050c62f270eb234329f1d6240b85ac67b6149e22ce5ed972e0a569,197506022
1976,token-001976-b5114f1a5db5dac7,11957064040f6b7fdadcaa8d3cb23212479edf8677ef3e6883fee26ef4e918a6,197606025
1977,token-001977-a965ab3ce4cdfae2,9c4f9aef42d22ab9f0212b096bf3ea5c6d7f0c76e8140beb4c8ab5d26ccc09ef,197706028
1978,token-001978-671816e9f7aaafc7,f8867ade3f02bbd36031f5e73d3830f78b8039e08fc9e740c0813dea239c3837,197806031
1979,token-001979-9185c7f1f275ed5e,6689974c24e4be258c4b8a7cc84e35fb89f32b4b96892df5c317163f6d1bd7be,197906034
1980,token-001980-6d737b33f019c5c1,dd8223cb8e6738398f45a4ec7b6d88d418930aa4a09846d9dd2c257492bfc78f,198006037
1981,token-001981-344873233174bebc,8001c2d36cffd981241fed052339f69ec4d5604c381710ac59574ff691e8f679,198106040
1982,token-001982-e5f483209645ddf2,e8bee6d18ca793e24f31b3706f7635cff7348cf59b8aa38ece20efb4d03017a7,198206043
1983,token-001983-4784483d49f4286f,b5cb567eceaf7677e99eae2901a43214bdca56c334ac05d58bf193c08674af88,198306046
1984,token-001984-a2e1d8cd0c69b501,82c5ed42e47cd5c7c87f5fd1760017ccfe5367ee884f2c55d10065f6dd25fdbf,198406049
1985,token-001985-927164f59e6a1b63,d5c7b180577881a170ba726700d4ac90628669ef7be2626dcf06b91b3315910a,198506052
1986,token-001986-9ca9211dcb44efed,f994a3bb22fedf0c30150f5bb0a7d8367948ad0e79d7938c98e78ad40b04198e,198606055
1987,token-001987-255ec91fb8167e27,0249740576d65599c7853274233ce33ae4ce3d9a9b53b0d283ed15d761b303bc,198706058
1988,token-001988-a631a1b6ddc6fa7d,37cb0044f4710d2948e2db81eae3bcf6052a8732688a06ac6dd39c576b0edede,198806061
1989,token-001989-d01328aaba6d9cfb,d638807c05f67a0f3de3ed0af7c1ea79206da93c2c81c0a7376955f6b35bb2a1,198906064
1990,token-001990-541e21b9af9eeeb7,bcc8c3b403461e4e23cfd9ee6573a1d2b54cd30ccf04d66b2a0ca46aae2d0429,199006067
1991,token-001991-8c34369a29388cd4,79b29bbd67212d261985c19a7057c3ba4266a92c7223dd31335197da96e0201d,199106070
1992,token-001992-3e34248c9295c295,8cb22cb29fb3b09f1bbe07414c967700cfdf8cf92c1972db8e3964e05c2a4709,199206073
1993,token-001993-33dcb4c6c8efcbb7,a154f9ae6c24a02efc1c00cdf5cd61646e550a9352783e25e4aa1f7d04d34bb5,199306076
1994,token-001994-66d88914f48bcccb,39326eb882bc12ecdcf6547890a823b4cc45ab7203cedc949ca09a06a7992691,199406079
1995,token-001995-3e5ed028a9dd0db1,8c174da7629ffb9c189735ee29629cc71ac19b7ad3e686d18b30ddc960156652,199506082
1996,token-001996-6815d5e9204a1b55,3ab746b74aaf6c29a6319b74aa4b0a60b88a662542182d94d119af650025106d,199606085
1997,token-001997-01ca9cb16d49e96b,3ca02f81ecc321b1af0bbdec0307c5df6b70480786b43a9be091bfd26ade7be5,199706088
1998,token-001998-32bf6d75ed47d497,9934f677261b53b5182cc82c0548f6a83e2769ace34e944990f2ec72df1af5ea,199806091
1999,token-001999-c4510f68c212845a,81b3c15278e873870f930b86abab94e00ba6b677c7c15d8a7950ecc0acf4a376,199906094
2000,token-002000-a234bc67234901ee,3fa2b7c7e53f1972ddf0b281e911575839747167079cd83737dba22d0b1e9369,200006097
2001,token-002001-462b7871ecf062fd,6c2981f774cfbe77c3835d4a5a3a9aa5f9886bf2f5ae9d60dca4e29b842c4ca7,200106100
2002,token-002002-f1dbc3e4beadb682,1105e203db6ef5c18d18fae5d01f813166a0d4a6370d1e26ef437db974cf487e,200206103
2003,token-002003-96e70acc6327abd1,3348593e276d32f3d5aa47318f5c263c41f3eaef1e99e4f6c6b31b8abcba0371,200306106
2004,token-002004-b8cc3b50ffd42c19,0bafd25aae789d67f3a0678256152b8e9859a546d17e31224fdb2f8573fd98b9,200406109
2005,token-002005-34a845d81133d8a9,62956a3b7f4083405a305879e6384a9b38c01b91be0e78e8090274d93030af12,200506112
2006,token-002006-3c24d568723bc206,79d3fbab07620a1cc21dcc9749f8969ae4c6ddd0f62c7531f99cd2e4b32c1860,200606115
2007,token-002007-6ceb16376b7e4eb6,03ad1d3d66606ef0c8c76feb11fd550fd4ec3d4de9e0997c24a352c3a371befd,200706118
2008,token-002008-d344d0d548ba1339,7c6e9023f40bdeed2e3b8f30a2f8d992a4fd28e112620b508dfe5f43edb29214,200806121
2009,token-002009-56d26f2875aaace7,b04cde12e4961dfa3c7f52d144e5bec334b7cc9ea7cb1b4553b533408b2b7272,200906124
2010,token-002010-c4b1f0f32cc88013,b3a6b26a80ddc7cbbeaf13430e36090e2ab7ed678e7a00651e09a7ee36179ab9,201006127
2011,token-002011-d1806e597aaa0a11,b745f518d985ca3d71030e724e242f6ae14cdc53f76c6dddfb7733e72fbe4b9f,201106130
2012,token-002012-54ec797b4e8e8dfb,a144fba901ca535157e035e815fff6f1f58397c08fb98a4a260c393eaacb7f2e,201206133
2013,token-002013-49f7ccb53a1cbaa5,48a9c48ee1acd900f39a170756ec5cb8291608b05a8e3a91d12f54daf857cd9e,201306136
2014,token-002014-b0727890e420f489,8b5f7147f637c56757c44f33683572e5d1b9f1d4acb425b0da68e1fcdd75de9c,201406139
2015,token-002015-5db57a7edcbc6d48,75f45cf5db3b4650a4fe181128c4858c9ba4199eb3946796afbccb7a3be948d6,201506142
2016,token-002016-341609b68569d5ef,ff9125d903cbb99bf17bbc997a6edb8323cd297881df05b6f37f04ab3747f58e,201606145
2017,token-002017-3bc05458dec1450e,616524411f5c1e42a04df4dfd47d84b36a116f2a8e0af7b56536a6da65102f87,201706148
2018,token-002018-3ed370af65deb3dc,569138e7cc70b0555b8ef6d452b8b5972e3bcca2dbb7296c03a428fe05d67476,201806151
2019,token-002019-217f4a4ae93a12e3,75f6b9535b6294da2ebf2a788a25539761797f9297f0e802333ae12a350f5ef7,201906154
2020,token-002020-e4483357decdb889,b3a543c7961bdef38bcd502cfa4d3e2f1affdd591396ce805b6695ed9de90f5a,202006157
2021,token-002021-6081be8c96e599cd,d1fd331b630963f6f35ab28684a7adf71e92653ef1f0aa1d9e4a9ba9bf25731b,202106160
2022,token-002022-a7d984d5ec149693,0128d3d80d84673bcb8edca0bde9092bf01aaf876498495ff09f43e08798ee27,202206163
2023,token-002023-89de4c1e9899b579,7953d7f3022a6d8d9cdebaacca590344d10553636ee6e2be445c59c4f203de4e,202306166
2024,token-002024-b72b5b960242911b,b94da11f7524f54640e6743f765bcc3a58db28adb4720fec62403bb28079f2a9,202406169
2025,token-002025-42700c9e786422fe,cb7aace236a6d41eb8bd5c76ad05ebd3b539bd890848b1558c051d1a43c3d14d,202506172
2026,token-002026-f004b1fdcc6a1493,2101f1c542c2d16d0a14808710a9cdfc572a4681986b1a4db8e602306ba59b4f,202606175
2027,token-002027-0e03f2078b2ee3eb,b8c71a432519e93e4c0e2cfa7b464060ef6f7443ba6014fa6640ac0b141dfe71,202706178
2028,token-002028-f40dbbcd1a74a1d9,24863b6b3f65d20ce4fa0891b5628d824c67e6a8912271ab90818f1f01268641,202806181
2029,token-002029-17837d8cbc1f94c3,d727f5b94a9e2399ca42c4786e800c353db2467663f8d0be92d011c6c908353f,202906184
2030,token-002030-e8f4a45c947493e3,e4e66d3a53013c76e50a391e5bc96b1d290c7ada5292eb8e8ffc136c313fff12,203006187
2031,token-002031-75e4cbcdadc68409,ad7af1d361dc8404efdb8523e6e9a11dd3b81fb3674010d11d7c0b06168ad078,203106190
2032,token-002032-cef7b89984253b02,3d4e53bbcc8aa8f9b81b0755f1559dc3ce98418fa69be46f141ce7c7835fd6f9,203206193
2033,token-002033-65d28f7031b71da9,5d544a963e4df2b7c5faf147ec1bbb49edabb9a0a90c9bebab948e0b1b418241,203306196
2034,token-002034-a5e591f91f058a4e,70fe51fcf5c30461ab9eee2023c5015995c0d867981490a87b5f07b662a1c3d5,203406199
2035,token-002035-674cf6b0fe78b510,a41b7584bad0bd6bcd78727358d0617fa4cd88157336b4f914dbaa76a3b23c67,203506202
2036,token-002036-267480ae7b270f0f,0e04fbf7a6146948e37052e5cc32a7df5ca9b4e8ad5f37ec13dcbed3e15b35d0,203606205
2037,token-002037-41e06db3ce5364c0,ddceb17273fce7e3e7f240875c84b3300e826ee8288889d75f7bd99b0c3ca847,203706208
2038,token-002038-e61544882a71c279,400458c1ed62204897c0d125c2a4bf2b7d832b921d887c3dd447a50268222fd6,203806211
2039,token-002039-5834a5dd2ace912f,453a76ca115f76fb6f65612dfdcea4c252a217b39a72af16c08bcf72d7aeb525,203906214
2040,token-002040-47c102a03c7af491,cbc013d3edaa03c98195605d2887619c7e2c9137b02cc412963cc42bf27a2f0a,204006217
2041,token-002041-da82ef6cf7e42edc,637523976ca7ebb54b7e2bffcb4436b6375d94a31896a8192111a9597e501cb4,204106220
2042,token-002042-2636b5ee40df0627,d3460724717688c1ec6faf4700ff5be4c0689598bad31bb6187e8aa4026ca920,204206223
2043,token-002043-f644c2b1f587707c,2c8f72e8d525f6f3f593763ae95446582ad88411fd8b4547132456d5ae685776,204306226
2044,token-002044-5df572505bff4bbe,c89ef9078b96ac0cacfb786f06d73e8097bea3648d409194aa3cc5d6c5a2cb7f,204406229
2045,token-002045-b5996d2f0fcfc8b3,ba00501dca1010d384bf4d7ce8bafef35e62abf25e602c29b78e217adea32eab,204506232
2046,token-002046-48a8ec78271c194f,eb37ae8d5f56ff4d1465a29e58f3eab51ba90eca729c63a2f1489f81a1b3586f,204606235
2047,token-002047-2dae7103b2c476d2,817fc7de00eb75ac67bd039f07366469ed38913c05acbe9ff437b3be97b41215,204706238
2048,token-002048-2e4572b76c352cf1,b5b2101f6d2910e7d51e942493f276983350e87546b254c7c38091f743f67497,204806241
2049,token-002049-d36a02d38022c3d0,0b2e9cf7f3e586919604d331427226ea3a88e03469409fad3d104718323b2d78,204906244
2050,token-002050-55202c54c9308744,c76f2119d7fc4e62e2047e4f6c9ef273fa17a3073253bac6331fb0e78c7c0223,205006247
2051,token-002051-132d546ac49e9738,b550f742965540ef90213bf94b2f9072d90365df5ab0c25d52be5c3e52cf47d0,205106250
2052,token-002052-86d74c961c182a14,cc78cea0d38599aa8e04fa02c62816ba6d06a21e79f6384c29280112f83e1e50,205206253
2053,token-002053-511be1f5f2024495,9163c671cd39866a00f8adddd901ed840ef996681242d2c1b15bdfe202ec283c,205306256
2054,token-002054-70782377cf5b8299,72111009ed409b5559054927012f53eb6523590db7b4cf60b75efd09a73bfd29,205406259
2055,token-002055-eaaec9929057fbd7,834812296bf632b32544bb69917406887c7e7b760ac93ef151f4cac221767eb0,205506262
2056,token-002056-7eb4ab5235a91f46,84a249456d41f95d979e1a71c539ad4c24022337e6961138cf9ffe3f6aed4002,205606265
2057,token-002057-afc30463d222b26f,6e658bbb6dfcad359db04c2d4730ef8dac1276901e3ad231b6b5ac7a379f0a97,205706268
2058,token-002058-b7a471a783b9311e,7dc2f219baa7746d639fb62ae6041e4b711eadc58159deee0fbba755ddb9c2a5,205806271
2059,token-002059-3ca56469a6b5d7d5,efa1be8ead8136b98c29b24b5381ee4914d5035c4cdd8147dc128e86ae5f95d1,205906274
2060,token-002060-fe78dca3200ec97b,9c3c1b04a13830ccdffa6cdbfbd4cbb4e222ec743a022926945d36f4f96fcd9d,206006277
2061,token-002061-0b93e73c2d4dcf35,a7c3f98db82bc01d0e836bb8b2ba95246f10dfd1d9f94df3e0b7a2db98707271,206106280
2062,token-002062-d5370085a0c8c3c3,b6075b0f0d9f3e8802621ff4dd4509748c2ad0f5654364abaae8d9e9413e13ab,206206283
2063,token-002063-b8b05f935d307717,9d51fb0959f7036378ffd97c4a1da4f89f3d218fa9f90b7b36637f476d970f0b,206306286
2064,token-002064-cae637e445b21be9,61b0f354ff5ca8f3606dd6dad6ad207dff46b361fb991b8fe42ac8f1ab6fae11,206406289
2065,token-002065-41e75001bafd2064,b8b07bbfba05ed2a68ec2d7ad1f8833b54c7e067a3f1dd05708f4bb8a9e73899,206506292
2066,token-002066-69f4bf218712165f,18419c71d24e8fa4fb648d57d3993dfd75cee251318a446002c8535741f38e0b,206606295
2067,token-002067-49630fa2770af57a,febd5dfa6685ad07d0f802fe08d5a722bbb1126bdfec4a7ea83902e927e418d8,206706298
2068,token-002068-3714d658c8c0490b,f867b611590205a3903ad9fb563fef297206b14503867ddf8d28ee2f9e316866,206806301
2069,token-002069-22b4b14af065b81d,86db7eaad4ce6ec85d4863a59ba79fd5f02395c0bcb1fab0e4ba7731b556a0fd,206906304
2070,token-002070-2e7ab74394265cab,13fbe17effbec4dab6d5f95ee526feeb6c3347cfcacd455863bda8b37474fb06,207006307
2071,token-002071-566574bcb050ffc2,01c29029a383cdc309652cac8fcb9a0f7db7ed489d700e353d045ad88f39d5da,207106310
2072,token-002072-adad6d771dd4944a,1d27f7c547b0a3c829df363fb8b6e428a64d7042a1231c8f755d9a6bc4bae60d,207206313
2073,token-002073-e993ff2c6297963d,dd1a1336fd8e845c7c48cdf07f2df289f733aa0a5fd7718b24a053b2688f2bb1,207306316
2074,token-002074-6c6f03a62dd67b85,69e5c00db8f58c044d194d847d591e526b4ec9d473f5b8526263ab25ab98f844,207406319
2075,token-002075-4720c3255f247874,20f95b5a03ab7e9a08f8641cbc12fe8435e200df27902d703f970fdd5fa5d283,207506322
2076,token-002076-99d6a8f8f6576407,842443511841752aa2ee73876eb39600550e91e3720ca0a3895725497d4215a3,207606325
2077,token-002077-1e1967572d9ca1fd,66a5414a915d72e60a97db2ad4375d538043d5aa31c62a6240e532dbacb9f0f8,207706328
2078,token-002078-53ce90544513fb1e,24378196dac4b62a3466b9af52faa1f59461702011ebb8400ee117f14ab424fe,207806331
2079,token-002079-55bc7a09649e2983,953abb05df82a82d99f844ef101819e08ef673b4fae056e721f79e208f61d235,207906334
2080,token-002080-3f1186d0a3cbcb18,0ee2b142122d90910cc9e3e7225a831fcea44e73c9c6eb51669775e12836ea2d,208006337
2081,token-002081-9c7f58c48f500860,75de12919e68d1200fdcf035302ae681bb68140d7fb3ac029e10f201691986c8,208106340
2082,token-002082-3c748d2033d6008f,0fed41c02d2b7268b3d500d1dcb885a6fa6e6f2c2a585de073dd55b227a989dc,208206343
2083,token-002083-c459f751fe5a9dbd,47a860cd8061b61f5eae5dd665cce187a2b871ad4262d0ffbf966f4c9bfc521b,208306346
2084,token-002084-fd62cad1c5b64821,5f7d770a66256a9ba124de20d207e1f3e867f3a64b68fb67af8a1a9bf36b5538,208406349
2085,token-002085-e87bfeda678a496f,aa5bb8efb46c1064ee84c5779aadfd2a172e07c10f0b01ec55f4f7416f16f6ba,208506352
2086,token-002086-c458bfc450e9e26d,cde6ad514779e99bbd6bc9a081f6a29ee1a970d514e925a03f7ac9baf9b274af,208606355
2087,token-002087-724e1fa7164744a5,29aad075836a555f54b8588525c62d2a3e54b8a56a0410285cf8ec92354f3c99,208706358
2088,token-002088-99d3ab201c24b6e3,fd4b465bb89be5d890b42113e3c44cb58a23bc6cee5fdbda3f62cdf09ec5b79c,208806361
2089,token-002089-65e4c8871af421cd,a7aafd12090cabdfa56531ff1034823fcb06308f66d473fe7b70e6f0dbd176c4,208906364
2090,token-002090-e1bb2553f52fdfff,00d8372000bd9057529274fe1427ec010088db82727a6cda328b29267797058f,209006367
2091,token-002091-ae1f8000ba4db9e7,41aca7d53d0cb78d98b22ea7672764bbd1b28a9776451cb0f8aa4a9f597f21be,209106370
2092,token-002092-7de17bd7156a3692,262f88c783ad693f3540d5c3a8a794b6a611381092c27231945d262d0922962a,209206373
2093,token-002093-cccc7a8664be14e3,ea186fee8ac9acbd831847c3f2215e1a578f228f4f88deb8a4ef11d5e9031882,209306376
2094,token-002094-85858823a0f681b7,ef001fe2603d01e3d8dc3322a465bdcbd1e63dc0a1a08e81cb24c79b68568500,209406379
2095,token-002095-0a37e5d3ec3e822d,a94dd59d00d60677935cf0eb8ff0323ba9d6c6df7749cf8c87c849a64446b2c0,209506382
2096,token-002096-5a09d5b7304e5438,d9a0277c61c0107e867739f9bb94534620ed568a8fac2b127e773d3df5aa84a4,209606385
2097,token-002097-3d85384c96d9cf98,1788a78468ef92f744a7c9e0dd5019e0d496224dc9868c88ecd37798aa18efaa,209706388
2098,token-002098-da3d643e7c90996b,d1608818b555f515ab7350c1d6216d36d5a87223efc63ccb74abf4dd1b92ce49,209806391
2099,token-002099-c746f6b122178fdc,786dd599b701d15ae6532cd38a902db8f924f9a66868b76cfcac2e00b8c3c6de,209906394
2100,token-002100-04813dcd6ff87653,8381d8e01843142015b001eb42e70caf12245cd71c2824102af25136779f79bf,210006397
2101,token-002101-5c3ccb67d34e44dc,eeb0f265aff3f8ef6a8e4c4d7bb839aa0ae2b5f37922f4e1f5adbd3ce32bb86d,210106400
2102,token-002102-c36999330290d137,786c654b81ea8c3011713f91dde514b2fe33c3c7ac8593e485458f23c91543eb,210206403
2103,token-002103-6ed0a2b4e73e82ab,2e563a7de123aa250f276a9113f82885fd055faf7726e486e2a12b4bcb45da05,210306406
2104,token-002104-f68b420ab7421f43,d564817d3c45cd5bc775735575e567ce8e330e41e5050aa3a256861953e553c8,210406409
2105,token-002105-63cf6ae4c45518c9,7345659f1c73a0dea55c94ab57313bff4e2fbf083023635ac35a57e22e86e040,210506412
2106,token-002106-c6c51cc591b97e3c,00034368642fcdbf91d23ab6b49f0ab7192560f641a22568990b6f50be6397bb,210606415
2107,token-002107-998e481deeb929a1,fd86351ec3d1ec19a289297c04edeff1ab5801bf14b485d3dd4504eecb8e74f3,210706418
2108,token-002108-edb4462c560aaff4,3977c97b3aa3eb252b373f5aa97845b85ce10e6b0dd301b13d5c2e5f32b7e2a4,210806421
2109,token-002109-a190454dbdfddf09,038cbe7119a75d1d67064d38e67807cb5c617e74292cd1ddfab666669fce6a7b,210906424
2110,token-002110-e05f3f1f8e8eb4c6,3a69d8b61efa4852ff702840e8972d872655029b05d9df7b5f99db7f8ccd79d6,211006427
2111,token-002111-229da7c5a4ad154f,2cc7320caf8b681df49d367a0350a5103a5b841d88b7b1044893cbb5b68b5cfb,211106430
2112,token-002112-8c4c876607517c22,c1306e24dc013ac6f5489ed70a9d77319f523cb66a47ab254a570f3192e45c06,211206433
2113,token-002113-d0d8eb7508ee0cd0,52ccab2ebb22431f383f540d3b6952a76ed44efce676c1c7b5e948842ccf04d4,211306436
2114,token-002114-128f2922cd11741f,fd551eeb264bdd25aba8c07f693ca755ee29dfa1c404a57844835e382f66a49b,211406439
2115,token-002115-67b90e849b78d133,b7dce6047727a770a8cda316dc0f2f93d96f4f374c2575171d83c4ec1019e9db,211506442
2116,token-002116-db207b38120adce0,5566c8d6438183e902db77120087a59c35489717ce7ae249622fa7f948bc6d52,211606445
2117,token-002117-b213e2037ed1d155,2e901c832cb3228768970e1bd2b6a2e8ad1fe6d64d041037ab39a47dc040d4ac,211706448
2118,token-002118-8eafa6194c6c4008,c0151c9a147978990395a43bb559065d949c996d961edf71335eb54b7cd14be6,211806451
2119,token-002119-8fe92772cc5fbf69,f5c40a9c98900990dd258e31ae042f1d5997491afdcf91632c9e016d9b62d11c,211906454
2120,token-002120-af68ed5851b51ba6,1afe019067457874828ebacb23668b283baf0efadccb009937c5ea32ecd8a9cd,212006457
2121,token-002121-665c6cde86f18c3a,94f22ffe556419d136908a2a774fe5bb942cd43403afec0ca1b001403b8dff4d,212106460
2122,token-002122-50203b6205bd6580,2bb3d453d89b239b0f120463721f8db14500c42e52586ee81038883a64c6d269,212206463
2123,token-002123-eada63b6d0d47a84,7e29e330afc3bdd191ef36ce4896bae86a7969e682923956da1af6fb252ebfc2,212306466
2124,token-002124-cd09ad8d280029ca,b4fb86d8287b2b1afa4ce6df748831cd3dcaff0e776f6f0904a2a2e9784ab8a7,212406469
2125,token-002125-7619918a14cd71cb,c5daa0460295ee8f81d02e2841e2ffb249723e8feabd3e8c6a641412498d69ab,212506472
2126,token-002126-caf79216cb744988,d3be956672c4f695ad18453d90bdd6989263311d2e78690203d8506ad37b81b6,212606475
2127,token-002127-9edea2653126973a,a9d9c5553837923d0b0631dae66d5a76d1e85bbb3e97db14d76d843903a11893,212706478
2128,token-002128-ad4e9a5e1ffb1b82,3bd78786502eecf9cc0bbea0040a9bebf15ff30d759e5da51f3eff7a6ea37139,212806481
2129,token-002129-fda1e37a75becc6f,adee0715eb60689278f176a1bbb51195665d148447c6a297deebd6fa08d5d439,212906484
2130,token-002130-631b3f3c293bcc34,6a75a081663f2fe9bc6477d6eb1f0a3b38648dad6c36b9a1f481ff0f53093fd9,213006487
2131,token-002131-97e1c0cc58e6002d,d6a4465d94590184727b7bcda9352350c0f92ca2520fdd14847261a63ac6cb96,213106490
2132,token-002132-3d388811e3017f75,c31dac59d99e00745da2e7729edcf08ee181bb4acd8fa6f3f569bbc3a98f6828,213206493
2133,token-002133-8f197051816ee0de,4c00b1f3567113da48e02f5d9369e767d6f2ecc1b9d539a19cb70694cd70c073,213306496
2134,token-002134-95b182825563ef2f,c148f16efb597025d9c787024656cba9183d3e3ee850b7866511902bb02964b8,213406499
2135,token-002135-1c97375e48889463,1dd1a17d3221b1636c662a0489d02b89bf3652b0f85e2a869d1cc35d7ca8cc54,213506502
2136,token-002136-cbc17e8ebde2a08c,75e9e4e76b4603d3ddfd54634cb409e480a8d9f39e23a8d29d6d380a1c9497f9,213606505
2137,token-002137-1369a7d7443a6e04,87d2011b9837da031067ef5d636dd545ffc7565071ab191ab48bd57ce48d2a37,213706508
2138,token-002138-f12e77e4a1762498,b14bfa7b73d34349d7d0d4c21502d5674d882b7f3b2d8a20b6337effc862cf31,213806511
2139,token-002139-1eac715511ea445e,45797394d99881d38240819756aabe6cade885ee79453712ab0de29e93dbc0cc,213906514
2140,token-002140-06259546fa503918,1d9ccc2640957fbdae6cbd69bda04622808549a57e2eeae16dabc51302af4f2f,214006517
2141,token-002141-ab3edecf8217876a,bc7dd3bedded85a3bcdcc6a3e7d076b7479cff73478cb86ecb925d4517b69579,214106520
2142,token-002142-c0fc7aa6cc1375e7,b76b14a29c593f1911bf19710d4b1c5884b6885ff7b3d7d36f4dbb6822d62897,214206523
2143,token-002143-08dd0ebbaece4c64,262231bb30b0d34006948a2216a020e56d109cbec2a3462b59fb28c66a33c3b6,214306526
2144,token-002144-d0a1c48d3f89e196,ddb9d0387c60809f62051cb187a7274bf11400856fa2ecd0a97ea70997078f1d,214406529
2145,token-002145-4058c95349bd514a,dc7f616acf6d0c80030655998b7092778116e0aedb9166e947eb5e5dbcc87706,214506532
2146,token-002146-f49938e90334bd39,4678144fd65e130c808dcf06ab04f2833ba626f2fcb99419712592420a8c32fd,214606535
2147,token-002147-8d836117ded6de57,c6f9155863186b75411089a5c021bbfc356e33a03623c71ffcb67aa024781fa2,214706538
2148,token-002148-5c69bbb2a186b0ad,11509c7f6ec95356b3e5a9f1a2ab36109f608333687e1f6763cdb2869809034a,214806541
2149,token-002149-0f19c0cf811322ad,70d1cc01b75ad56ce9b69cc87546f935a0979d48c79845193cd8c8fd00e27319,214906544
2150,token-002150-98691e6e6e2690c2,2d7d217a52c2cddb930cc2853152eb52b1d2c2a2f1efdad639af096c71364b68,215006547
2151,token-002151-74310ad266bf7f5d,0a0ceee12a71037627dbcde96afbc3e633f461769ee53a7ee67f35dcd68b2acc,215106550
2152,token-002152-2ea5593da6ade219,63f3ce2fa3f3816d6e8fbb8f280f5605a7589576a040914edff4b666fb408494,215206553
2153,token-002153-30651d920e0f5841,f128c884a52f89a491ef192d48d17a16def91ae5a49f8c229399d8dce7815250,215306556
2154,token-002154-970ba770df6014b4,cd59a9be033687e75d179bac18225edd5267b43f859b2c4413ae6d1f0f899de8,215406559
2155,token-002155-55ba9c317f8c48fc,1ffebc16458b99176fee8337102aa1bcdffffbc9dbbd59752b3c2903f148949c,215506562
2156,token-002156-5de4a75d51a269de,ea92b984534d7a545956e2605f174f866df2f218b981995c5e602633041fb88f,215606565
2157,token-002157-b3d04f8e9094d0ca,6382df087b90a626bcdaf3a919a50f6c249d652be46012d062eee6da053fc6fa,215706568
2158,token-002158-e7013bac1901cdcc,4035c695548057440fb44d79ae5376727cd682fa39b0bc5664925e3b6e8662b8,215806571
2159,token-002159-cb5e9a6cb89ca4e2,24cbe9e0f26fb27ca744436dc87b20393a1540086f906068e07b8b89c72bdba7,215906574
2160,token-002160-325f278dc05895c5,e5b82d09d9e0066c9f5a93bd0c40802ad2e9e2239c70fca065190af8f299fc77,216006577
2161,token-002161-c6412272e83ab42b,ec6f714dfacba064319ef5bf89a3f7379930f67fb87ca68679a21f23d18df545,216106580
2162,token-002162-946dccb34129ff00,5635bf21f6f74d6f104a1c13e91951803410b2f9ccf108e4f9269c8a882c272d,216206583
2163,token-002163-16bd4acd6dbce721,c19393079e3ed63952bf8378b96588b68f31d6c7689bb26c58d9180e31dcc9ac,216306586
2164,token-002164-8dcc7ad00efeb069,70a97d852be939b9a3cf29907c857bb35724cea9d0631860447501308ee4e34d,216406589
2165,token-002165-d6d09e006c9ff9e5,d2bf5f82ed3c5884b204c288cba249d821cfa1c3bad05c224695eab932e1b4e6,216506592
2166,token-002166-adf1ba6a709a10fc,24ec30b203c91b3b32da8944c6f4cf98876be86a19d305b42c99a2755e66c9db,216606595
2167,token-002167-ecd59dc4e706b9ad,17faa1882611139171e47bd27a54ed306787a390fe0c1ee9cfcaff2a0b33edf1,216706598
2168,token-002168-2d56d88b506f70f6,8afe7580d1f0e3984e6f80f5566ecf1a0df9c7e4fc3f726225c9834b63cfa274,216806601
2169,token-002169-a9f682b455c8c2f2,77b15e6d66973c55655b07df93f04293562ac38aea48188994b9dafb8c300ae8,216906604
2170,token-002170-69d12ab3953d16fa,88d41f9190ea043e8a10fe1489b17e355bcb62ed4dfc383916aadde34876bd1c,217006607
2171,token-002171-3dbf89213dbd187f,e7e7461e52c69e603337c92022baa63e0733370260c17a266356cfdd0c5b7a91,217106610
2172,token-002172-e6bde602d02b9e4f,ff76a54235324ac89124898b85d0bdc8e8b553b49735abd30fdc7a2a15a7b504,217206613
2173,token-002173-4a2b35858d63d52d,c3ee67e490f71868576acad600959d4da5745f07e9ac9433be14025ec53f83bb,217306616
2174,token-002174-1ae2a1560dfc865f,0a8efc920a1aa1ff8416a65d5902582d806a05a1a62712917a7af9cbc18bd2da,217406619
2175,token-002175-d2d1cd0e6060b1cf,41897927d49c5e0b1771ee90640b7ece3d1ff5ad4b9e82f28054f76caa681fec,217506622
2176,token-002176-684b645527a198e1,07ed88277b95a9d9a4f42f74e0f05d1ad4c668b3e4318f20339cab2928e1c652,217606625
2177,token-002177-4ce0d4cb57cf9537,7a0f2826df1df3d8662eabb5129e66bf45d095c681dbbea189f436aa642de71c,217706628
2178,token-002178-00ef61632ea57e47,81f17072343d4e754698f2b32c0ef9ce005dfefb1e40962a6e4a8e3743d56e9e,217806631
2179,token-002179-32079e17fbc1e417,c5d9a359616b76acd2ca74b86a6fa963ad9f29f144e46f3a39c6e210d85dacdd,217906634
2180,token-002180-7025dc2f92f70f8b,78c025bff57d193d776d0337547d3638b5a2b75239f134742a8455c6ff2d54f1,218006637
2181,token-002181-54e55cd1d44b4f4e,6d176b30e29a9214fe355d0bc07c95f3785177ff2d7ff65f584be6bcc3cb030a,218106640
2182,token-002182-5c1634869a6df9ae,9a2bd0af1e82307953a16b06b32d0e85bb461c6cd1618abccb12f03e3197dbb5,218206643
