order_id,region,category,channel,amount
3971,west,book,store,8
3972,south,book,web,25
3973,north,book,store,42
3974,south,book,app,59
3975,west,toy,app,76
3976,west,digital,store,93
3977,north,beauty,app,110
3978,east,toy,app,127
3979,south,book,store,144
3980,south,food,app,161
3981,north,food,web,178
3982,south,sport,app,195
3983,north,office,store,212
3984,south,food,app,229
3985,west,beauty,app,246
3986,east,beauty,store,263
3987,east,book,store,280
3988,north,book,app,297
3989,north,home,store,314
3990,west,toy,app,331
3991,north,digital,store,348
3992,west,digital,store,365
3993,east,beauty,store,382
3994,south,sport,web,399
3995,west,office,web,416
3996,east,food,app,433
3997,south,digital,store,450
3998,north,sport,app,467
3999,west,toy,web,484
4000,north,toy,web,1
4001,east,book,web,18
4002,north,digital,app,35
4003,east,beauty,web,52
4004,south,sport,app,69
4005,west,home,web,86
4006,north,office,web,103
4007,east,digital,store,120
4008,west,home,app,137
4009,east,book,web,154
4010,south,office,web,171
4011,east,book,store,188
4012,west,sport,app,205
4013,west,home,store,222
4014,west,sport,store,239
4015,east,digital,store,256
4016,north,home,web,273
4017,west,food,app,290
4018,north,toy,store,307
4019,south,toy,store,324
4020,north,home,web,341
4021,north,food,app,358
4022,north,digital,app,375
4023,south,book,web,392
4024,north,food,web,409
4025,west,book,web,426
4026,west,book,store,443
4027,south,book,app,460
4028,west,food,store,477
4029,north,digital,web,494
4030,north,book,app,11
4031,east,book,store,28
4032,south,food,app,45
4033,north,book,store,62
4034,west,sport,app,79
4035,west,digital,app,96
4036,north,digital,app,113
4037,east,food,store,130
4038,west,home,web,147
4039,west,sport,store,164
4040,east,home,app,181
4041,east,home,app,198
4042,south,digital,app,215
4043,west,toy,app,232
4044,south,sport,web,249
4045,north,sport,web,266
4046,west,office,web,283
4047,west,home,app,300
4048,east,office,app,317
4049,north,home,web,334
4050,south,sport,store,351
4051,north,toy,store,368
4052,east,food,web,385
4053,west,book,store,402
4054,south,home,web,419
4055,east,beauty,app,436
4056,north,office,web,453
4057,west,food,web,470
4058,west,food,store,487
4059,south,beauty,store,4
4060,south,book,store,21
4061,east,office,web,38
4062,east,book,store,55
4063,south,beauty,web,72
4064,north,digital,web,89
4065,north,home,web,106
4066,south,digital,store,123
4067,north,home,web,140
4068,north,toy,store,157
4069,east,office,web,174
4070,north,food,store,191
4071,south,home,web,208
4072,south,book,web,225
4073,west,sport,app,242
4074,north,digital,app,259
4075,north,office,web,276
4076,north,beauty,app,293
4077,west,sport,web,310
4078,west,digital,store,327
4079,east,beauty,store,344
4080,south,sport,app,361
4081,south,digital,store,378
4082,north,toy,store,395
4083,south,book,app,412
4084,south,office,store,429
4085,north,book,web,446
4086,north,office,web,463
4087,north,sport,store,480
4088,south,home,web,497
4089,south,home,app,14
4090,east,food,app,31
4091,east,food,web,48
4092,west,digital,store,65
4093,south,home,app,82
4094,south,toy,web,99
4095,west,book,web,116
4096,south,digital,web,133
4097,east,digital,store,150
4098,north,toy,web,167
4099,east,toy,web,184
4100,west,book,web,201
4101,north,food,app,218
4102,west,beauty,store,235
4103,north,book,store,252
4104,east,book,store,269
4105,east,digital,app,286
4106,north,home,store,303
4107,east,office,app,320
4108,east,toy,web,337
4109,south,toy,store,354
4110,south,office,web,371
4111,north,digital,store,388
4112,south,sport,store,405
4113,west,home,web,422
4114,east,toy,app,439
4115,west,beauty,store,456
4116,east,office,store,473
4117,east,toy,app,490
4118,north,food,store,7
4119,east,sport,app,24
4120,south,home,app,41
4121,east,toy,store,58
4122,east,book,app,75
4123,north,toy,store,92
4124,south,food,web,109
4125,east,sport,web,126
4126,west,office,app,143
4127,west,home,store,160
4128,west,sport,web,177
4129,west,home,app,194
4130,east,sport,app,211
4131,north,toy,store,228
4132,south,beauty,web,245
4133,north,office,web,262
4134,east,office,store,279
4135,east,food,web,296
4136,east,office,web,313
4137,south,toy,web,330
4138,west,home,app,347
4139,east,toy,web,364
4140,west,beauty,web,381
4141,west,sport,web,398
4142,north,beauty,app,415
4143,west,home,app,432
4144,south,sport,app,449
4145,north,food,web,466
4146,south,toy,store,483
4147,north,sport,web,500
4148,north,sport,web,17
4149,south,beauty,store,34
4150,west,book,app,51
4151,west,home,store,68
4152,east,home,web,85
4153,south,digital,store,102
4154,north,home,app,119
4155,west,sport,web,136
4156,west,food,store,153
4157,east,digital,store,170
4158,north,home,web,187
4159,west,beauty,app,204
4160,west,office,app,221
4161,east,toy,web,238
4162,east,home,app,255
4163,south,toy,web,272
4164,west,food,web,289
4165,north,beauty,web,306
4166,east,beauty,store,323
4167,north,sport,web,340
4168,west,toy,store,357
4169,east,sport,web,374
4170,south,home,web,391
4171,south,food,web,408
4172,south,book,store,425
4173,east,digital,web,442
4174,east,sport,web,459
4175,north,beauty,app,476
4176,south,food,app,493
4177,north,office,web,10
4178,south,book,store,27
4179,west,toy,web,44
4180,north,toy,app,61
4181,west,beauty,app,78
4182,north,book,store,95
4183,north,office,store,112
4184,north,digital,web,129
4185,east,book,store,146
4186,west,home,store,163
4187,south,book,web,180
4188,west,food,app,197
4189,south,office,web,214
4190,west,digital,web,231
4191,west,book,web,248
4192,west,office,app,265
4193,north,beauty,store,282
4194,south,book,app,299
4195,east,book,web,316
4196,west,home,web,333
4197,south,food,app,350
4198,east,home,app,367
4199,west,beauty,app,384
4200,north,home,store,401
4201,north,food,web,418
4202,north,digital,app,435
4203,north,digital,app,452
4204,south,food,web,469
4205,north,beauty,store,486
4206,north,sport,store,3
4207,west,sport,app,20
4208,north,beauty,store,37
4209,north,home,web,54
4210,east,book,web,71
4211,south,toy,web,88
4212,east,toy,app,105
4213,south,toy,web,122
4214,south,home,app,139
4215,west,digital,store,156
4216,north,book,app,173
4217,west,home,app,190
4218,west,sport,web,207
4219,north,book,store,224
4220,west,home,store,241
4221,south,book,web,258
4222,north,book,store,275
4223,east,digital,app,292
4224,south,beauty,app,309
4225,north,office,web,326
4226,south,book,app,343
4227,west,office,web,360
4228,west,food,store,377
4229,north,office,web,394
4230,east,beauty,web,411
4231,west,home,store,428
4232,west,toy,store,445
4233,south,toy,store,462
4234,east,beauty,store,479
4235,west,home,app,496
4236,south,office,app,13
4237,west,beauty,web,30
4238,east,digital,web,47
4239,east,sport,web,64
4240,west,toy,web,81
4241,east,office,store,98
4242,east,home,store,115
4243,east,digital,store,132
4244,south,home,web,149
4245,north,food,store,166
4246,south,sport,app,183
4247,west,sport,store,200
4248,west,office,store,217
4249,south,office,store,234
4250,north,sport,app,251
4251,north,home,web,268
4252,north,sport,app,285
4253,south,sport,web,302
4254,south,digital,web,319
4255,north,home,store,336
4256,south,digital,web,353
4257,west,sport,app,370
4258,west,office,web,387
4259,west,digital,web,404
4260,west,office,app,421
4261,north,toy,store,438
4262,south,food,web,455
4263,south,book,store,472
4264,west,food,app,489
4265,south,home,web,6
4266,west,digital,store,23
4267,west,home,web,40
4268,east,book,web,57
4269,east,sport,app,74
4270,west,book,store,91
4271,west,digital,app,108
4272,east,food,store,125
4273,south,digital,web,142
4274,east,home,store,159
4275,east,office,store,176
4276,south,toy,store,193
4277,south,office,app,210
4278,north,food,store,227
4279,west,sport,app,244
4280,west,book,web,261
4281,west,office,app,278
4282,north,food,web,295
4283,east,beauty,store,312
4284,west,food,web,329
4285,south,sport,app,346
4286,east,toy,app,363
4287,south,book,web,380
4288,north,beauty,app,397
4289,south,sport,store,414
4290,east,beauty,app,431
4291,south,digital,store,448
4292,north,book,store,465
4293,west,sport,web,482
4294,south,food,web,499
4295,south,digital,store,16
4296,south,sport,store,33
4297,north,food,web,50
4298,west,sport,store,67
4299,west,digital,store,84
4300,west,beauty,store,101
4301,east,digital,store,118
4302,east,home,store,135
4303,east,toy,store,152
4304,west,digital,store,169
4305,south,book,store,186
4306,north,digital,web,203
4307,north,digital,web,220
4308,east,book,app,237
4309,east,beauty,store,254
4310,west,toy,store,271
4311,west,office,app,288
4312,east,sport,store,305
4313,east,digital,web,322
4314,south,sport,web,339
4315,east,book,web,356
4316,south,beauty,web,373
4317,west,office,web,390
4318,north,beauty,store,407
4319,north,sport,web,424
4320,east,book,app,441
4321,south,toy,store,458
4322,east,home,web,475
4323,north,book,store,492
4324,north,sport,store,9
4325,south,toy,app,26
4326,north,book,web,43
4327,east,beauty,store,60
4328,east,book,web,77
4329,west,toy,app,94
4330,south,digital,web,111
4331,east,toy,app,128
4332,east,book,store,145
4333,south,office,app,162
4334,south,beauty,web,179
4335,north,book,web,196
4336,east,beauty,app,213
4337,north,food,app,230
4338,north,toy,web,247
4339,east,beauty,store,264
4340,south,home,app,281
4341,west,digital,app,298
4342,south,office,store,315
4343,north,beauty,store,332
4344,west,food,web,349
4345,south,food,store,366
4346,south,toy,store,383
4347,south,sport,store,400
4348,east,beauty,store,417
4349,west,food,app,434
4350,west,office,store,451
4351,north,beauty,web,468
4352,north,sport,store,485
4353,east,home,web,2
4354,north,digital,store,19
4355,north,digital,web,36
4356,south,food,web,53
4357,east,digital,store,70
4358,south,toy,web,87
4359,south,office,store,104
4360,north,food,store,121
4361,south,office,app,138
4362,east,book,app,155
4363,south,home,app,172
4364,south,book,web,189
4365,south,book,app,206
4366,west,office,web,223
4367,west,home,app,240
4368,north,sport,web,257
4369,east,beauty,store,274
4370,south,sport,store,291
4371,north,sport,store,308
4372,south,digital,app,325
4373,east,office,web,342
4374,west,toy,store,359
4375,east,beauty,app,376
4376,south,toy,app,393
4377,west,food,web,410
4378,north,home,web,427
4379,west,beauty,web,444
4380,west,sport,web,461
4381,west,home,store,478
4382,east,beauty,app,495
4383,north,beauty,store,12
4384,east,home,web,29
4385,south,beauty,store,46
4386,east,food,store,63
4387,east,office,app,80
4388,north,office,web,97
4389,south,sport,store,114
4390,north,toy,app,131
4391,west,beauty,web,148
4392,east,book,app,165
4393,east,beauty,app,182
4394,north,book,app,199
4395,south,beauty,store,216
4396,east,sport,app,233
4397,west,beauty,web,250
4398,south,home,store,267
4399,west,office,web,284
4400,south,book,app,301
4401,north,office,store,318
4402,north,sport,web,335
4403,north,food,web,352
4404,west,book,store,369
4405,south,beauty,app,386
4406,west,toy,app,403
4407,east,book,web,420
4408,north,beauty,web,437
4409,west,sport,web,454
4410,north,sport,app,471
4411,south,home,store,488
4412,south,toy,app,5
4413,south,office,web,22
4414,south,digital,web,39
4415,south,book,app,56
4416,west,toy,store,73
4417,north,food,app,90
4418,east,book,store,107
4419,south,food,app,124
4420,east,book,app,141
4421,east,food,store,158
4422,north,book,web,175
4423,south,digital,web,192
4424,south,home,app,209
4425,west,digital,web,226
4426,west,food,app,243
4427,south,home,app,260
4428,east,beauty,store,277
4429,west,sport,store,294
4430,north,toy,store,311
4431,west,food,app,328
4432,south,beauty,app,345
4433,north,book,web,362
4434,north,food,store,379
4435,east,home,store,396
4436,east,toy,app,413
4437,west,digital,web,430
4438,north,beauty,store,447
4439,south,office,store,464
4440,north,office,app,481
4441,east,toy,store,498
4442,east,digital,app,15
4443,west,home,web,32
4444,west,food,web,49
4445,south,food,web,66
4446,south,beauty,store,83
4447,north,toy,web,100
4448,north,toy,store,117
4449,north,toy,web,134
4450,east,toy,app,151
4451,east,food,app,168
4452,east,home,web,185
4453,west,digital,web,202
4454,west,sport,app,219
4455,south,office,web,236
4456,west,sport,store,253
4457,north,office,app,270
4458,east,sport,app,287
4459,west,book,app,304
4460,north,food,web,321
4461,west,home,web,338
4462,north,food,app,355
4463,south,sport,store,372
4464,east,office,web,389
4465,east,digital,web,406
4466,north,office,web,423
4467,west,book,app,440
4468,west,office,store,457
4469,east,toy,store,474
4470,east,digital,app,491
4471,south,office,store,8
4472,east,book,app,25
4473,north,office,app,42
4474,east,beauty,store,59
4475,south,beauty,web,76
4476,north,office,web,93
4477,west,sport,app,110
4478,east,food,store,127
4479,east,office,app,144
4480,west,book,app,161
4481,south,food,store,178
4482,north,book,store,195
4483,east,home,web,212
4484,north,office,app,229
4485,north,sport,web,246
4486,east,sport,web,263
4487,north,beauty,web,280
4488,west,beauty,store,297
4489,north,food,store,314
4490,south,office,store,331
4491,south,beauty,web,348
4492,west,toy,app,365
4493,east,sport,store,382
4494,east,home,web,399
4495,north,sport,store,416
4496,east,digital,app,433
4497,east,beauty,app,450
4498,west,sport,store,467
4499,south,toy,store,484
4500,south,beauty,web,1
4501,north,office,web,18
4502,east,home,web,35
4503,south,food,store,52
4504,east,beauty,store,69
4505,south,sport,app,86
4506,south,digital,app,103
4507,south,office,app,120
4508,east,toy,app,137
4509,south,digital,store,154
4510,north,book,web,171
4511,west,book,store,188
4512,west,beauty,store,205
4513,west,sport,app,222
4514,east,food,store,239
4515,north,toy,app,256
4516,west,toy,web,273
4517,north,book,web,290
4518,east,book,web,307
4519,south,home,web,324
4520,east,home,web,341
4521,north,home,store,358
4522,north,book,web,375
4523,east,digital,web,392
4524,east,office,app,409
4525,west,office,app,426
4526,south,office,app,443
4527,east,home,store,460
4528,east,digital,app,477
4529,south,digital,store,494
4530,south,sport,app,11
4531,east,office,web,28
4532,north,toy,store,45
4533,west,sport,store,62
4534,west,office,web,79
4535,north,sport,store,96
4536,south,food,store,113
4537,west,home,web,130
4538,west,office,store,147
4539,south,beauty,web,164
4540,north,sport,web,181
4541,east,beauty,store,198
4542,west,office,store,215
4543,west,food,app,232
4544,west,beauty,app,249
4545,north,toy,web,266
4546,west,toy,store,283
4547,west,sport,app,300
4548,east,home,web,317
4549,north,sport,store,334
4550,east,sport,store,351
4551,north,home,store,368
4552,east,digital,store,385
4553,south,home,web,402
4554,south,food,web,419
4555,south,sport,store,436
4556,west,beauty,web,453
4557,south,beauty,store,470
4558,north,home,store,487
4559,east,food,web,4
4560,north,beauty,app,21
4561,north,book,web,38
4562,north,sport,store,55
4563,south,toy,app,72
4564,west,toy,app,89
4565,west,book,app,106
4566,west,food,store,123
4567,north,toy,store,140
4568,south,book,web,157
4569,south,beauty,store,174
4570,south,food,web,191
4571,south,digital,app,208
4572,east,toy,web,225
4573,north,toy,store,242
4574,south,book,app,259
4575,west,toy,store,276
4576,east,home,web,293
4577,west,sport,app,310
4578,south,home,app,327
4579,north,toy,store,344
4580,north,digital,store,361
4581,east,sport,store,378
4582,east,toy,store,395
4583,west,beauty,web,412
4584,east,book,web,429
4585,south,digital,store,446
4586,west,toy,web,463
4587,north,toy,web,480
4588,east,office,store,497
4589,north,food,web,14
4590,east,book,web,31
4591,south,beauty,app,48
4592,east,toy,web,65
4593,north,digital,web,82
4594,west,digital,app,99
4595,north,book,store,116
4596,north,toy,store,133
4597,east,food,store,150
4598,east,home,app,167
4599,west,book,store,184
4600,west,toy,store,201
4601,west,home,store,218
4602,east,digital,web,235
4603,south,digital,app,252
4604,west,food,web,269
4605,south,digital,web,286
4606,west,home,app,303
4607,north,beauty,app,320
4608,north,food,app,337
4609,north,toy,app,354
4610,west,digital,web,371
4611,east,toy,store,388
4612,east,sport,app,405
4613,south,toy,web,422
4614,south,sport,web,439
4615,east,office,store,456
4616,north,digital,app,473
4617,west,food,web,490
4618,south,book,app,7
4619,north,office,app,24
4620,north,beauty,store,41
4621,west,sport,app,58
4622,east,digital,web,75
4623,north,beauty,app,92
4624,north,digital,store,109
4625,north,book,app,126
4626,west,office,app,143
4627,east,book,app,160
4628,south,digital,web,177
4629,south,beauty,web,194
4630,north,home,web,211
4631,south,sport,app,228
4632,east,book,store,245
4633,west,food,store,262
4634,south,book,store,279
4635,south,beauty,store,296
4636,south,beauty,store,313
4637,west,food,web,330
4638,east,food,web,347
4639,east,home,web,364
4640,south,home,web,381
4641,south,sport,web,398
4642,north,beauty,web,415
4643,south,book,app,432
4644,south,office,store,449
4645,south,toy,web,466
4646,east,office,web,483
4647,east,sport,store,500
4648,west,food,app,17
4649,north,beauty,app,34
4650,west,book,store,51
4651,west,home,store,68
4652,south,office,app,85
4653,east,office,app,102
4654,west,home,store,119
4655,east,book,store,136
4656,west,sport,store,153
4657,east,home,web,170
4658,south,home,web,187
4659,west,digital,app,204
4660,west,home,app,221
4661,south,beauty,web,238
4662,west,toy,app,255
4663,east,beauty,store,272
4664,south,digital,app,289
4665,south,book,web,306
4666,east,office,app,323
4667,north,office,web,340
4668,east,beauty,app,357
4669,west,beauty,web,374
4670,east,sport,app,391
4671,west,office,store,408
4672,west,home,web,425
4673,south,sport,app,442
4674,east,digital,app,459
4675,north,toy,store,476
4676,east,book,store,493
4677,south,sport,app,10
4678,east,home,web,27
4679,west,food,app,44
4680,north,book,web,61
4681,south,digital,app,78
4682,east,toy,app,95
4683,south,book,store,112
4684,south,sport,store,129
4685,east,book,web,146
4686,east,food,store,163
4687,east,digital,store,180
4688,south,book,app,197
4689,north,home,store,214
4690,south,beauty,web,231
4691,south,book,store,248
4692,south,book,store,265
4693,east,sport,store,282
4694,east,sport,web,299
4695,east,home,app,316
4696,north,sport,app,333
4697,east,book,web,350
4698,west,book,web,367
4699,west,sport,web,384
4700,north,home,store,401
4701,south,beauty,web,418
4702,west,office,web,435
4703,south,beauty,web,452
4704,east,beauty,web,469
4705,south,sport,app,486
4706,south,office,web,3
4707,south,sport,store,20
4708,north,office,app,37
4709,west,sport,store,54
4710,east,digital,app,71
4711,south,beauty,app,88
4712,south,office,web,105
4713,east,book,web,122
4714,south,sport,web,139
4715,north,toy,web,156
4716,east,home,web,173
4717,west,beauty,app,190
4718,east,office,app,207
4719,north,digital,store,224
4720,north,food,web,241
4721,east,home,app,258
4722,north,toy,web,275
4723,east,home,web,292
4724,south,home,app,309
4725,east,office,store,326
4726,south,office,web,343
4727,north,digital,store,360
4728,north,digital,app,377
4729,north,sport,web,394
4730,north,book,store,411
4731,west,home,app,428
4732,south,home,app,445
4733,east,office,web,462
4734,east,office,store,479
4735,south,office,web,496
4736,north,toy,web,13
4737,south,food,app,30
4738,west,office,store,47
4739,south,book,web,64
4740,south,food,app,81
4741,east,home,app,98
4742,north,sport,web,115
4743,south,digital,web,132
4744,east,home,web,149
4745,west,office,store,166
4746,south,beauty,app,183
4747,south,digital,app,200
4748,west,food,app,217
4749,west,book,store,234
4750,west,food,store,251
4751,south,home,web,268
4752,east,toy,app,285
4753,north,sport,app,302
4754,north,food,web,319
4755,east,sport,web,336
4756,east,beauty,app,353
4757,west,home,store,370
4758,west,food,app,387
4759,south,food,store,404
4760,north,digital,store,421
4761,west,toy,store,438
4762,west,home,app,455
4763,north,office,app,472
4764,south,beauty,web,489
4765,west,office,app,6
4766,south,book,store,23
4767,north,office,app,40
4768,west,office,app,57
4769,west,sport,app,74
4770,east,digital,store,91
4771,east,sport,app,108
4772,west,beauty,store,125
4773,west,office,web,142
4774,west,home,web,159
4775,south,sport,web,176
4776,east,home,app,193
4777,east,toy,web,210
4778,north,beauty,store,227
4779,east,office,web,244
4780,east,digital,web,261
4781,north,office,web,278
4782,south,home,store,295
4783,west,office,app,312
4784,north,digital,store,329
4785,east,beauty,app,346
4786,south,digital,store,363
4787,south,beauty,app,380
4788,south,food,app,397
4789,north,book,web,414
4790,west,home,app,431
4791,north,beauty,app,448
4792,south,sport,app,465
4793,north,digital,app,482
4794,south,home,web,499
4795,west,food,web,16
4796,west,book,app,33
4797,east,beauty,app,50
4798,west,sport,store,67
4799,south,digital,app,84
4800,south,beauty,app,101
4801,west,home,app,118
4802,west,book,app,135
4803,east,sport,store,152
4804,west,beauty,app,169
4805,east,digital,app,186
4806,north,digital,web,203
4807,south,office,web,220
4808,west,beauty,web,237
4809,north,food,web,254
4810,east,book,store,271
4811,south,office,store,288
4812,west,book,web,305
4813,east,toy,app,322
4814,east,digital,app,339
4815,east,food,web,356
4816,west,sport,web,373
4817,south,home,store,390
4818,south,sport,web,407
4819,south,office,web,424
4820,north,office,app,441
4821,east,beauty,store,458
4822,south,office,app,475
4823,east,toy,web,492
4824,south,book,app,9
4825,south,office,store,26
4826,north,home,app,43
4827,east,toy,web,60
4828,east,home,store,77
4829,south,digital,store,94
4830,east,beauty,web,111
4831,east,book,web,128
4832,north,home,store,145
4833,east,office,store,162
4834,north,home,app,179
4835,north,sport,store,196
4836,west,office,web,213
4837,north,sport,app,230
4838,west,beauty,store,247
4839,west,food,app,264
4840,north,digital,app,281
4841,east,sport,web,298
4842,south,home,web,315
4843,west,office,web,332
4844,east,office,store,349
4845,east,toy,app,366
4846,west,digital,web,383
4847,west,book,store,400
4848,north,digital,store,417
4849,east,book,web,434
4850,south,beauty,app,451
4851,west,book,store,468
4852,west,food,app,485
4853,south,toy,app,2
4854,south,home,app,19
4855,east,food,store,36
4856,east,digital,web,53
4857,west,toy,app,70
4858,north,home,app,87
4859,north,book,app,104
4860,west,book,app,121
4861,east,sport,app,138
4862,south,food,store,155
4863,west,office,app,172
4864,east,beauty,web,189
4865,north,food,web,206
4866,west,toy,web,223
4867,east,home,store,240
4868,north,beauty,store,257
4869,east,beauty,app,274
4870,south,digital,web,291
4871,north,book,app,308
4872,south,beauty,web,325
4873,north,beauty,store,342
4874,west,toy,store,359
4875,north,beauty,web,376
4876,south,food,web,393
4877,south,toy,web,410
4878,west,book,app,427
4879,south,digital,app,444
4880,north,digital,web,461
4881,east,food,app,478
4882,west,food,web,495
4883,east,office,web,12
4884,west,book,web,29
4885,east,office,app,46
4886,south,toy,web,63
4887,north,digital,store,80
4888,east,toy,app,97
4889,south,office,web,114
4890,east,sport,web,131
4891,west,beauty,web,148
4892,north,food,app,165
4893,west,office,app,182
4894,west,home,store,199
4895,south,sport,app,216
4896,west,food,app,233
4897,east,digital,store,250
4898,north,toy,store,267
4899,south,sport,web,284
4900,south,beauty,app,301
4901,north,sport,web,318
4902,south,sport,store,335
4903,west,book,store,352
4904,south,toy,app,369
4905,south,office,web,386
4906,west,sport,web,403
4907,north,home,store,420
4908,south,book,app,437
4909,south,book,web,454
4910,south,food,app,471
4911,west,beauty,store,488
4912,west,office,store,5
4913,north,sport,web,22
4914,west,book,store,39
4915,east,home,app,56
4916,south,office,web,73
4917,south,book,store,90
4918,north,book,store,107
4919,south,home,web,124
4920,south,food,web,141
4921,west,book,web,158
4922,west,sport,web,175
4923,east,sport,store,192
4924,south,beauty,app,209
4925,east,book,store,226
4926,west,home,store,243
4927,west,toy,app,260
4928,west,digital,store,277
4929,east,digital,app,294
4930,north,beauty,app,311
4931,south,home,app,328
4932,north,sport,store,345
4933,south,toy,app,362
4934,south,home,app,379
4935,north,beauty,store,396
4936,east,book,app,413
4937,south,toy,store,430
4938,south,digital,store,447
4939,south,beauty,app,464
4940,west,toy,web,481
4941,north,sport,app,498
4942,east,food,store,15
4943,west,book,app,32
4944,south,book,web,49
4945,south,book,web,66
4946,west,digital,web,83
4947,north,sport,web,100
4948,north,toy,app,117
4949,north,home,app,134
4950,north,book,web,151
4951,west,food,app,168
4952,east,sport,store,185
4953,north,home,store,202
4954,east,toy,web,219
4955,east,sport,store,236
4956,west,food,web,253
4957,south,beauty,store,270
4958,west,digital,app,287
4959,west,toy,web,304
4960,south,food,store,321
4961,east,beauty,web,338
4962,north,toy,web,355
4963,south,office,web,372
4964,north,home,app,389
4965,east,home,web,406
4966,north,beauty,web,423
4967,north,sport,app,440
4968,south,sport,app,457
4969,south,beauty,app,474
4970,west,toy,store,491
4971,west,home,web,8
4972,north,beauty,store,25
4973,south,book,web,42
4974,south,toy,app,59
4975,east,sport,store,76
4976,west,toy,web,93
4977,east,digital,app,110
4978,north,food,app,127
4979,west,sport,web,144
4980,east,sport,app,161
4981,east,digital,store,178
4982,south,office,web,195
4983,north,digital,web,212
4984,north,home,app,229
4985,east,home,app,246
4986,north,beauty,store,263
4987,west,toy,app,280
4988,west,home,store,297
4989,south,book,store,314
4990,south,toy,store,331
4991,west,home,web,348
4992,east,beauty,store,365
4993,south,digital,app,382
4994,west,beauty,web,399
4995,north,book,app,416
4996,west,sport,app,433
4997,east,toy,app,450
4998,south,beauty,store,467
4999,west,beauty,app,484
5000,west,sport,store,1
5001,north,food,app,18
5002,north,sport,store,35
5003,south,toy,app,52
5004,east,toy,web,69
5005,east,digital,web,86
5006,east,beauty,store,103
5007,south,home,app,120
5008,north,digital,app,137
5009,east,food,store,154
5010,west,sport,web,171
5011,east,home,store,188
5012,east,home,app,205
5013,north,home,web,222
5014,north,beauty,store,239
5015,east,beauty,app,256
5016,east,book,app,273
5017,south,digital,app,290
5018,west,book,store,307
5019,south,toy,web,324
5020,south,home,web,341
5021,east,food,store,358
5022,south,office,store,375
5023,north,digital,store,392
5024,west,home,store,409
5025,west,beauty,app,426
5026,south,book,app,443
5027,south,digital,app,460
5028,north,digital,app,477
5029,west,food,web,494
5030,north,toy,app,11
5031,west,food,app,28
5032,north,food,store,45
5033,south,book,web,62
5034,east,digital,app,79
5035,east,digital,web,96
5036,east,book,app,113
5037,north,home,app,130
5038,west,food,store,147
5039,east,beauty,store,164
5040,north,office,app,181
5041,north,office,app,198
5042,east,book,app,215
5043,south,sport,web,232
5044,north,sport,app,249
5045,west,digital,app,266
5046,west,beauty,web,283
5047,east,sport,web,300
5048,south,home,app,317
5049,west,office,app,334
5050,south,digital,app,351
5051,west,sport,web,368
5052,east,toy,app,385
5053,south,food,store,402
5054,east,beauty,app,419
5055,south,sport,web,436
5056,south,digital,store,453
5057,south,sport,store,470
5058,south,sport,app,487
5059,west,office,store,4
5060,east,digital,store,21
5061,north,home,web,38
5062,south,toy,web,55
5063,south,toy,web,72
5064,south,toy,store,89
5065,north,food,app,106
5066,south,home,web,123
5067,south,food,store,140
5068,south,digital,store,157
5069,east,food,app,174
5070,east,beauty,web,191
5071,south,beauty,store,208
5072,east,sport,web,225
5073,north,office,web,242
5074,east,office,app,259
5075,east,office,store,276
5076,east,toy,store,293
5077,north,digital,web,310
5078,west,beauty,app,327
5079,north,toy,app,344
5080,west,home,web,361
5081,east,home,store,378
5082,north,office,web,395
5083,west,beauty,app,412
5084,west,food,store,429
5085,north,sport,web,446
5086,north,toy,web,463
5087,west,beauty,web,480
5088,east,office,store,497
5089,north,digital,store,14
5090,south,office,store,31
5091,west,office,web,48
5092,north,food,store,65
5093,south,beauty,app,82
5094,south,home,app,99
5095,north,toy,app,116
5096,south,digital,store,133
5097,east,beauty,web,150
5098,west,toy,app,167
5099,south,beauty,app,184
5100,west,toy,app,201
5101,west,office,app,218
5102,north,office,app,235
5103,west,food,app,252
5104,north,beauty,app,269
5105,west,home,app,286
5106,east,book,web,303
5107,south,office,app,320
5108,north,toy,store,337
5109,east,beauty,app,354
5110,west,beauty,store,371
5111,north,digital,web,388
5112,south,digital,web,405
5113,east,book,web,422
5114,east,office,store,439
5115,south,food,store,456
5116,west,digital,app,473
5117,east,sport,store,490
5118,west,home,app,7
5119,west,book,app,24
5120,west,home,web,41
5121,north,sport,store,58
5122,south,sport,app,75
5123,south,toy,app,92
5124,south,toy,web,109
5125,west,book,web,126
5126,west,office,web,143
5127,east,toy,web,160
5128,south,food,app,177
5129,north,office,store,194
5130,west,home,store,211
5131,west,home,web,228
5132,north,sport,app,245
5133,south,home,app,262
5134,east,food,app,279
5135,east,home,app,296
5136,south,book,store,313
5137,north,digital,store,330
5138,east,home,store,347
5139,east,toy,app,364
5140,west,toy,store,381
5141,east,food,app,398
5142,west,book,app,415
5143,west,beauty,store,432
5144,south,digital,app,449
5145,south,food,app,466
5146,south,home,store,483
5147,east,beauty,app,500
5148,east,office,store,17
5149,north,digital,store,34
5150,east,toy,web,51
5151,north,sport,store,68
5152,south,book,web,85
5153,north,digital,app,102
5154,south,home,app,119
5155,west,beauty,store,136
5156,south,sport,app,153
5157,west,digital,store,170
5158,west,food,app,187
5159,west,book,app,204
5160,north,beauty,web,221
5161,south,food,web,238
5162,east,home,store,255
5163,west,home,store,272
5164,south,toy,app,289
5165,east,food,store,306
5166,east,digital,store,323
5167,north,sport,web,340
5168,north,food,web,357
5169,south,toy,store,374
5170,west,food,store,391
5171,north,beauty,web,408
5172,east,sport,app,425
