id,region,amount,status
6129,east,2028,ok
6130,east,2029,ok
6131,east,2030,review
6132,east,2031,ok
6133,east,2032,ok
6134,east,2033,ok
6135,east,2034,ok
6136,east,2035,review
6137,east,2036,ok
6138,east,2037,ok
6139,east,2038,ok
6140,east,2039,ok
6141,east,2040,review
6142,east,2041,ok
6143,east,2042,ok
6144,east,2043,ok
6145,east,2044,ok
6146,east,2045,review
6147,east,2046,ok
6148,east,2047,ok
6149,east,2048,ok
6150,east,2049,ok
6151,east,2050,review
6152,east,2051,ok
6153,east,2052,ok
6154,east,2053,ok
6155,east,2054,ok
6156,east,2055,review
6157,east,2056,ok
6158,east,2057,ok
6159,east,2058,ok
6160,east,2059,ok
6161,east,2060,review
6162,east,2061,ok
6163,east,2062,ok
6164,east,2063,ok
6165,east,2064,ok
6166,east,2065,review
6167,east,2066,ok
6168,east,2067,ok
6169,east,2068,ok
6170,east,2069,ok
6171,east,2070,review
6172,east,2071,ok
6173,east,2072,ok
6174,east,2073,ok
6175,east,2074,ok
6176,east,2075,review
6177,east,2076,ok
6178,east,2077,ok
6179,east,2078,ok
6180,east,2079,ok
6181,east,2080,review
6182,east,2081,ok
6183,east,2082,ok
6184,east,2083,ok
6185,east,2084,ok
6186,east,2085,review
6187,east,2086,ok
6188,east,2087,ok
6189,east,2088,ok
6190,east,2089,ok
6191,east,2090,review
6192,east,2091,ok
6193,east,2092,ok
6194,east,2093,ok
6195,east,2094,ok
6196,east,2095,review
6197,east,2096,ok
6198,east,2097,ok
6199,east,2098,ok
6200,east,2099,ok
6201,east,2000,review
6202,east,2001,ok
6203,east,2002,ok
6204,east,2003,ok
6205,east,2004,ok
6206,east,2005,review
6207,east,2006,ok
6208,east,2007,ok
6209,east,2008,ok
6210,east,2009,ok
6211,east,2010,review
6212,east,2011,ok
6213,east,2012,ok
6214,east,2013,ok
6215,east,2014,ok
6216,east,2015,review
6217,east,2016,ok
6218,east,2017,ok
6219,east,2018,ok
6220,east,2019,ok
6221,east,2020,review
6222,east,2021,ok
6223,east,2022,ok
6224,east,2023,ok
6225,east,2024,ok
6226,east,2025,review
6227,east,2026,ok
6228,east,2027,ok
6229,east,2028,ok
6230,east,2029,ok
6231,east,2030,review
6232,east,2031,ok
6233,east,2032,ok
6234,east,2033,ok
6235,east,2034,ok
6236,east,2035,review
6237,east,2036,ok
6238,east,2037,ok
6239,east,2038,ok
6240,east,2039,ok
6241,east,2040,review
6242,east,2041,ok
6243,east,2042,ok
6244,east,2043,ok
6245,east,2044,ok
6246,east,2045,review
6247,east,2046,ok
6248,east,2047,ok
6249,east,2048,ok
6250,east,2049,ok
6251,east,2050,review
6252,east,2051,ok
6253,east,2052,ok
6254,east,2053,ok
6255,east,2054,ok
6256,east,2055,review
6257,east,2056,ok
6258,east,2057,ok
6259,east,2058,ok
6260,east,2059,ok
6261,east,2060,review
6262,east,2061,ok
6263,east,2062,ok
6264,east,2063,ok
6265,east,2064,ok
6266,east,2065,review
6267,east,2066,ok
6268,east,2067,ok
6269,east,2068,ok
6270,east,2069,ok
6271,east,2070,review
6272,east,2071,ok
6273,east,2072,ok
6274,east,2073,ok
6275,east,2074,ok
6276,east,2075,review
6277,east,2076,ok
6278,east,2077,ok
6279,east,2078,ok
6280,east,2079,ok
6281,east,2080,review
6282,east,2081,ok
6283,east,2082,ok
6284,east,2083,ok
6285,east,2084,ok
6286,east,2085,review
6287,east,2086,ok
6288,east,2087,ok
6289,east,2088,ok
6290,east,2089,ok
6291,east,2090,review
6292,east,2091,ok
6293,east,2092,ok
6294,east,2093,ok
6295,east,2094,ok
6296,east,2095,review
6297,east,2096,ok
6298,east,2097,ok
6299,east,2098,ok
6300,east,2099,ok
6301,east,2000,review
6302,east,2001,ok
6303,east,2002,ok
6304,east,2003,ok
6305,east,2004,ok
6306,east,2005,review
6307,east,2006,ok
6308,east,2007,ok
6309,east,2008,ok
6310,east,2009,ok
6311,east,2010,review
6312,east,2011,ok
6313,east,2012,ok
6314,east,2013,ok
6315,east,2014,ok
6316,east,2015,review
6317,east,2016,ok
6318,east,2017,ok
6319,east,2018,ok
6320,east,2019,ok
6321,east,2020,review
6322,east,2021,ok
6323,east,2022,ok
6324,east,2023,ok
6325,east,2024,ok
6326,east,2025,review
6327,east,2026,ok
6328,east,2027,ok
6329,east,2028,ok
6330,east,2029,ok
6331,east,2030,review
6332,east,2031,ok
6333,east,2032,ok
6334,east,2033,ok
6335,east,2034,ok
6336,east,2035,review
6337,east,2036,ok
6338,east,2037,ok
6339,east,2038,ok
6340,east,2039,ok
6341,east,2040,review
6342,east,2041,ok
6343,east,2042,ok
6344,east,2043,ok
6345,east,2044,ok
6346,east,2045,review
6347,east,2046,ok
6348,east,2047,ok
6349,east,2048,ok
6350,east,2049,ok
6351,east,2050,review
6352,east,2051,ok
6353,east,2052,ok
6354,east,2053,ok
6355,east,2054,ok
6356,east,2055,review
6357,east,2056,ok
6358,east,2057,ok
6359,east,2058,ok
6360,east,2059,ok
6361,east,2060,review
6362,east,2061,ok
6363,east,2062,ok
6364,east,2063,ok
6365,east,2064,ok
6366,east,2065,review
6367,east,2066,ok
6368,east,2067,ok
6369,east,2068,ok
6370,east,2069,ok
6371,east,2070,review
6372,east,2071,ok
6373,east,2072,ok
6374,east,2073,ok
6375,east,2074,ok
6376,east,2075,review
6377,east,2076,ok
6378,east,2077,ok
6379,east,2078,ok
6380,east,2079,ok
6381,east,2080,review
6382,east,2081,ok
6383,east,2082,ok
6384,east,2083,ok
6385,east,2084,ok
6386,east,2085,review
6387,east,2086,ok
6388,east,2087,ok
6389,east,2088,ok
6390,east,2089,ok
6391,east,2090,review
6392,east,2091,ok
6393,east,2092,ok
6394,east,2093,ok
6395,east,2094,ok
6396,east,2095,review
6397,east,2096,ok
6398,east,2097,ok
6399,east,2098,ok
6400,east,2099,ok
6401,east,2000,review
6402,east,2001,ok
6403,east,2002,ok
6404,east,2003,ok
6405,east,2004,ok
6406,east,2005,review
6407,east,2006,ok
6408,east,2007,ok
6409,east,2008,ok
6410,east,2009,ok
6411,east,2010,review
6412,east,2011,ok
6413,east,2012,ok
6414,east,2013,ok
6415,east,2014,ok
6416,east,2015,review
6417,east,2016,ok
6418,east,2017,ok
6419,east,2018,ok
6420,east,2019,ok
6421,east,2020,review
6422,east,2021,ok
6423,east,2022,ok
6424,east,2023,ok
6425,east,2024,ok
6426,east,2025,review
6427,east,2026,ok
6428,east,2027,ok
6429,east,2028,ok
6430,east,2029,ok
6431,east,2030,review
6432,east,2031,ok
6433,east,2032,ok
6434,east,2033,ok
6435,east,2034,ok
6436,east,2035,review
6437,east,2036,ok
6438,east,2037,ok
6439,east,2038,ok
6440,east,2039,ok
6441,east,2040,review
6442,east,2041,ok
6443,east,2042,ok
6444,east,2043,ok
6445,east,2044,ok
6446,east,2045,review
6447,east,2046,ok
6448,east,2047,ok
6449,east,2048,ok
6450,east,2049,ok
6451,east,2050,review
6452,east,2051,ok
6453,east,2052,ok
6454,east,2053,ok
6455,east,2054,ok
6456,east,2055,review
6457,east,2056,ok
6458,east,2057,ok
6459,east,2058,ok
6460,east,2059,ok
6461,east,2060,review
6462,east,2061,ok
6463,east,2062,ok
6464,east,2063,ok
6465,east,2064,ok
6466,east,2065,review
6467,east,2066,ok
6468,east,2067,ok
6469,east,2068,ok
6470,east,2069,ok
6471,east,2070,review
6472,east,2071,ok
6473,east,2072,ok
6474,east,2073,ok
6475,east,2074,ok
6476,east,2075,review
6477,east,2076,ok
6478,east,2077,ok
6479,east,2078,ok
6480,east,2079,ok
6481,east,2080,review
6482,east,2081,ok
6483,east,2082,ok
6484,east,2083,ok
6485,east,2084,ok
6486,east,2085,review
6487,east,2086,ok
6488,east,2087,ok
6489,east,2088,ok
6490,east,2089,ok
6491,east,2090,review
6492,east,2091,ok
6493,east,2092,ok
6494,east,2093,ok
6495,east,2094,ok
6496,east,2095,review
6497,east,2096,ok
6498,east,2097,ok
6499,east,2098,ok
6500,east,2099,ok
6501,east,2000,review
6502,east,2001,ok
6503,east,2002,ok
6504,east,2003,ok
6505,east,2004,ok
6506,east,2005,review
6507,east,2006,ok
6508,east,2007,ok
6509,east,2008,ok
6510,east,2009,ok
6511,east,2010,review
6512,east,2011,ok
6513,east,2012,ok
6514,east,2013,ok
6515,east,2014,ok
6516,east,2015,review
6517,east,2016,ok
6518,east,2017,ok
6519,east,2018,ok
6520,east,2019,ok
6521,east,2020,review
6522,east,2021,ok
6523,east,2022,ok
6524,east,2023,ok
6525,east,2024,ok
6526,east,2025,review
6527,east,2026,ok
6528,east,2027,ok
6529,east,2028,ok
6530,east,2029,ok
6531,east,2030,review
6532,east,2031,ok
6533,east,2032,ok
6534,east,2033,ok
6535,east,2034,ok
6536,east,2035,review
6537,east,2036,ok
6538,east,2037,ok
6539,east,2038,ok
6540,east,2039,ok
6541,east,2040,review
6542,east,2041,ok
6543,east,2042,ok
6544,east,2043,ok
6545,east,2044,ok
6546,east,2045,review
6547,east,2046,ok
6548,east,2047,ok
6549,east,2048,ok
6550,east,2049,ok
6551,east,2050,review
6552,east,2051,ok
6553,east,2052,ok
6554,east,2053,ok
6555,east,2054,ok
6556,east,2055,review
6557,east,2056,ok
6558,east,2057,ok
6559,east,2058,ok
6560,east,2059,ok
6561,east,2060,review
6562,east,2061,ok
6563,east,2062,ok
6564,east,2063,ok
6565,east,2064,ok
6566,east,2065,review
6567,east,2066,ok
6568,east,2067,ok
6569,east,2068,ok
6570,east,2069,ok
6571,east,2070,review
6572,east,2071,ok
6573,east,2072,ok
6574,east,2073,ok
6575,east,2074,ok
6576,east,2075,review
6577,east,2076,ok
6578,east,2077,ok
6579,east,2078,ok
6580,east,2079,ok
6581,east,2080,review
6582,east,2081,ok
6583,east,2082,ok
6584,east,2083,ok
6585,east,2084,ok
6586,east,2085,review
6587,east,2086,ok
6588,east,2087,ok
6589,east,2088,ok
6590,east,2089,ok
6591,east,2090,review
6592,east,2091,ok
6593,east,2092,ok
6594,east,2093,ok
6595,east,2094,ok
6596,east,2095,review
6597,east,2096,ok
6598,east,2097,ok
6599,east,2098,ok
6600,east,2099,ok
6601,east,2000,review
6602,east,2001,ok
6603,east,2002,ok
6604,east,2003,ok
6605,east,2004,ok
6606,east,2005,review
6607,east,2006,ok
6608,east,2007,ok
6609,east,2008,ok
6610,east,2009,ok
6611,east,2010,review
6612,east,2011,ok
6613,east,2012,ok
6614,east,2013,ok
6615,east,2014,ok
6616,east,2015,review
6617,east,2016,ok
6618,east,2017,ok
6619,east,2018,ok
6620,east,2019,ok
6621,east,2020,review
6622,east,2021,ok
6623,east,2022,ok
6624,east,2023,ok
6625,east,2024,ok
6626,east,2025,review
6627,east,2026,ok
6628,east,2027,ok
6629,east,2028,ok
6630,east,2029,ok
6631,east,2030,review
6632,east,2031,ok
6633,east,2032,ok
6634,east,2033,ok
6635,east,2034,ok
6636,east,2035,review
6637,east,2036,ok
6638,east,2037,ok
6639,east,2038,ok
6640,east,2039,ok
6641,east,2040,review
6642,east,2041,ok
6643,east,2042,ok
6644,east,2043,ok
6645,east,2044,ok
6646,east,2045,review
6647,east,2046,ok
6648,east,2047,ok
6649,east,2048,ok
6650,east,2049,ok
6651,east,2050,review
6652,east,2051,ok
6653,east,2052,ok
6654,east,2053,ok
6655,east,2054,ok
6656,east,2055,review
6657,east,2056,ok
6658,east,2057,ok
6659,east,2058,ok
6660,east,2059,ok
6661,east,2060,review
6662,east,2061,ok
6663,east,2062,ok
6664,east,2063,ok
6665,east,2064,ok
6666,east,2065,review
6667,east,2066,ok
6668,east,2067,ok
6669,east,2068,ok
6670,east,2069,ok
6671,east,2070,review
6672,east,2071,ok
6673,east,2072,ok
6674,east,2073,ok
6675,east,2074,ok
6676,east,2075,review
6677,east,2076,ok
6678,east,2077,ok
6679,east,2078,ok
6680,east,2079,ok
6681,east,2080,review
6682,east,2081,ok
6683,east,2082,ok
6684,east,2083,ok
6685,east,2084,ok
6686,east,2085,review
6687,east,2086,ok
6688,east,2087,ok
6689,east,2088,ok
6690,east,2089,ok
6691,east,2090,review
6692,east,2091,ok
6693,east,2092,ok
6694,east,2093,ok
6695,east,2094,ok
6696,east,2095,review
6697,east,2096,ok
6698,east,2097,ok
6699,east,2098,ok
6700,east,2099,ok
6701,east,2000,review
6702,east,2001,ok
6703,east,2002,ok
6704,east,2003,ok
6705,east,2004,ok
6706,east,2005,review
6707,east,2006,ok
6708,east,2007,ok
6709,east,2008,ok
6710,east,2009,ok
6711,east,2010,review
6712,east,2011,ok
6713,east,2012,ok
6714,east,2013,ok
6715,east,2014,ok
6716,east,2015,review
6717,east,2016,ok
6718,east,2017,ok
6719,east,2018,ok
6720,east,2019,ok
6721,east,2020,review
6722,east,2021,ok
6723,east,2022,ok
6724,east,2023,ok
6725,east,2024,ok
6726,east,2025,review
6727,east,2026,ok
6728,east,2027,ok
6729,east,2028,ok
6730,east,2029,ok
6731,east,2030,review
6732,east,2031,ok
6733,east,2032,ok
6734,east,2033,ok
6735,east,2034,ok
6736,east,2035,review
6737,east,2036,ok
6738,east,2037,ok
6739,east,2038,ok
6740,east,2039,ok
6741,east,2040,review
6742,east,2041,ok
6743,east,2042,ok
6744,east,2043,ok
6745,east,2044,ok
6746,east,2045,review
6747,east,2046,ok
6748,east,2047,ok
6749,east,2048,ok
6750,east,2049,ok
6751,east,2050,review
6752,east,2051,ok
6753,east,2052,ok
6754,east,2053,ok
6755,east,2054,ok
6756,east,2055,review
6757,east,2056,ok
6758,east,2057,ok
6759,east,2058,ok
6760,east,2059,ok
6761,east,2060,review
6762,east,2061,ok
6763,east,2062,ok
6764,east,2063,ok
6765,east,2064,ok
6766,east,2065,review
6767,east,2066,ok
6768,east,2067,ok
6769,east,2068,ok
6770,east,2069,ok
6771,east,2070,review
6772,east,2071,ok
6773,east,2072,ok
6774,east,2073,ok
6775,east,2074,ok
6776,east,2075,review
6777,east,2076,ok
6778,east,2077,ok
6779,east,2078,ok
6780,east,2079,ok
6781,east,2080,review
6782,east,2081,ok
6783,east,2082,ok
6784,east,2083,ok
6785,east,2084,ok
6786,east,2085,review
6787,east,2086,ok
6788,east,2087,ok
6789,east,2088,ok
6790,east,2089,ok
6791,east,2090,review
6792,east,2091,ok
6793,east,2092,ok
6794,east,2093,ok
6795,east,2094,ok
6796,east,2095,review
6797,east,2096,ok
6798,east,2097,ok
6799,east,2098,ok
6800,east,2099,ok
6801,east,2000,review
6802,east,2001,ok
6803,east,2002,ok
6804,east,2003,ok
6805,east,2004,ok
6806,east,2005,review
6807,east,2006,ok
6808,east,2007,ok
6809,east,2008,ok
6810,east,2009,ok
6811,east,2010,review
6812,east,2011,ok
6813,east,2012,ok
6814,east,2013,ok
6815,east,2014,ok
6816,east,2015,review
6817,east,2016,ok
6818,east,2017,ok
6819,east,2018,ok
6820,east,2019,ok
6821,east,2020,review
6822,east,2021,ok
6823,east,2022,ok
6824,east,2023,ok
6825,east,2024,ok
6826,east,2025,review
6827,east,2026,ok
6828,east,2027,ok
6829,east,2028,ok
6830,east,2029,ok
6831,east,2030,review
6832,east,2031,ok
6833,east,2032,ok
6834,east,2033,ok
6835,east,2034,ok
6836,east,2035,review
6837,east,2036,ok
6838,east,2037,ok
6839,east,2038,ok
6840,east,2039,ok
6841,east,2040,review
6842,east,2041,ok
6843,east,2042,ok
6844,east,2043,ok
6845,east,2044,ok
6846,east,2045,review
6847,east,2046,ok
6848,east,2047,ok
6849,east,2048,ok
6850,east,2049,ok
6851,east,2050,review
6852,east,2051,ok
6853,east,2052,ok
6854,east,2053,ok
6855,east,2054,ok
6856,east,2055,review
6857,east,2056,ok
6858,east,2057,ok
6859,east,2058,ok
6860,east,2059,ok
6861,east,2060,review
6862,east,2061,ok
6863,east,2062,ok
6864,east,2063,ok
6865,east,2064,ok
6866,east,2065,review
6867,east,2066,ok
6868,east,2067,ok
6869,east,2068,ok
6870,east,2069,ok
6871,east,2070,review
6872,east,2071,ok
6873,east,2072,ok
6874,east,2073,ok
6875,east,2074,ok
6876,east,2075,review
6877,east,2076,ok
6878,east,2077,ok
6879,east,2078,ok
6880,east,2079,ok
6881,east,2080,review
6882,east,2081,ok
6883,east,2082,ok
6884,east,2083,ok
6885,east,2084,ok
6886,east,2085,review
6887,east,2086,ok
6888,east,2087,ok
6889,east,2088,ok
6890,east,2089,ok
6891,east,2090,review
6892,east,2091,ok
6893,east,2092,ok
6894,east,2093,ok
6895,east,2094,ok
6896,east,2095,review
6897,east,2096,ok
6898,east,2097,ok
6899,east,2098,ok
6900,east,2099,ok
6901,east,2000,review
6902,east,2001,ok
6903,east,2002,ok
6904,east,2003,ok
6905,east,2004,ok
6906,east,2005,review
6907,east,2006,ok
6908,east,2007,ok
6909,east,2008,ok
6910,east,2009,ok
6911,east,2010,review
6912,east,2011,ok
6913,east,2012,ok
6914,east,2013,ok
6915,east,2014,ok
6916,east,2015,review
6917,east,2016,ok
6918,east,2017,ok
6919,east,2018,ok
6920,east,2019,ok
6921,east,2020,review
6922,east,2021,ok
6923,east,2022,ok
6924,east,2023,ok
6925,east,2024,ok
6926,east,2025,review
6927,east,2026,ok
6928,east,2027,ok
6929,east,2028,ok
6930,east,2029,ok
6931,east,2030,review
6932,east,2031,ok
6933,east,2032,ok
6934,east,2033,ok
6935,east,2034,ok
6936,east,2035,review
6937,east,2036,ok
6938,east,2037,ok
6939,east,2038,ok
6940,east,2039,ok
6941,east,2040,review
6942,east,2041,ok
6943,east,2042,ok
6944,east,2043,ok
6945,east,2044,ok
6946,east,2045,review
6947,east,2046,ok
6948,east,2047,ok
6949,east,2048,ok
6950,east,2049,ok
6951,east,2050,review
6952,east,2051,ok
6953,east,2052,ok
6954,east,2053,ok
6955,east,2054,ok
6956,east,2055,review
6957,east,2056,ok
6958,east,2057,ok
6959,east,2058,ok
6960,east,2059,ok
6961,east,2060,review
6962,east,2061,ok
6963,east,2062,ok
6964,east,2063,ok
6965,east,2064,ok
6966,east,2065,review
6967,east,2066,ok
6968,east,2067,ok
6969,east,2068,ok
6970,east,2069,ok
6971,east,2070,review
6972,east,2071,ok
6973,east,2072,ok
6974,east,2073,ok
6975,east,2074,ok
6976,east,2075,review
6977,east,2076,ok
6978,east,2077,ok
6979,east,2078,ok
6980,east,2079,ok
6981,east,2080,review
6982,east,2081,ok
6983,east,2082,ok
6984,east,2083,ok
6985,east,2084,ok
6986,east,2085,review
6987,east,2086,ok
6988,east,2087,ok
6989,east,2088,ok
6990,east,2089,ok
6991,east,2090,review
6992,east,2091,ok
6993,east,2092,ok
6994,east,2093,ok
6995,east,2094,ok
6996,east,2095,review
6997,east,2096,ok
6998,east,2097,ok
6999,east,2098,ok
7000,east,2099,ok
7001,east,2000,review
7002,east,2001,ok
7003,east,2002,ok
7004,east,2003,ok
7005,east,2004,ok
7006,east,2005,review
7007,east,2006,ok
7008,east,2007,ok
7009,east,2008,ok
7010,east,2009,ok
7011,east,2010,review
7012,east,2011,ok
7013,east,2012,ok
7014,east,2013,ok
7015,east,2014,ok
7016,east,2015,review
7017,east,2016,ok
7018,east,2017,ok
7019,east,2018,ok
7020,east,2019,ok
7021,east,2020,review
7022,east,2021,ok
7023,east,2022,ok
7024,east,2023,ok
7025,east,2024,ok
7026,east,2025,review
7027,east,2026,ok
7028,east,2027,ok
7029,east,2028,ok
7030,east,2029,ok
7031,east,2030,review
7032,east,2031,ok
7033,east,2032,ok
7034,east,2033,ok
7035,east,2034,ok
7036,east,2035,review
7037,east,2036,ok
7038,east,2037,ok
7039,east,2038,ok
7040,east,2039,ok
7041,east,2040,review
7042,east,2041,ok
7043,east,2042,ok
7044,east,2043,ok
7045,east,2044,ok
7046,east,2045,review
7047,east,2046,ok
7048,east,2047,ok
7049,east,2048,ok
7050,east,2049,ok
7051,east,2050,review
7052,east,2051,ok
7053,east,2052,ok
7054,east,2053,ok
7055,east,2054,ok
7056,east,2055,review
7057,east,2056,ok
7058,east,2057,ok
7059,east,2058,ok
7060,east,2059,ok
7061,east,2060,review
7062,east,2061,ok
7063,east,2062,ok
7064,east,2063,ok
7065,east,2064,ok
7066,east,2065,review
7067,east,2066,ok
7068,east,2067,ok
7069,east,2068,ok
7070,east,2069,ok
7071,east,2070,review
7072,east,2071,ok
7073,east,2072,ok
7074,east,2073,ok
7075,east,2074,ok
7076,east,2075,review
7077,east,2076,ok
7078,east,2077,ok
7079,east,2078,ok
7080,east,2079,ok
7081,east,2080,review
7082,east,2081,ok
7083,east,2082,ok
7084,east,2083,ok
7085,east,2084,ok
7086,east,2085,review
7087,east,2086,ok
7088,east,2087,ok
7089,east,2088,ok
7090,east,2089,ok
7091,east,2090,review
7092,east,2091,ok
7093,east,2092,ok
7094,east,2093,ok
7095,east,2094,ok
7096,east,2095,review
7097,east,2096,ok
7098,east,2097,ok
7099,east,2098,ok
7100,east,2099,ok
7101,east,2000,review
7102,east,2001,ok
7103,east,2002,ok
7104,east,2003,ok
7105,east,2004,ok
7106,east,2005,review
7107,east,2006,ok
7108,east,2007,ok
7109,east,2008,ok
7110,east,2009,ok
7111,east,2010,review
7112,east,2011,ok
7113,east,2012,ok
7114,east,2013,ok
7115,east,2014,ok
7116,east,2015,review
7117,east,2016,ok
7118,east,2017,ok
7119,east,2018,ok
7120,east,2019,ok
7121,east,2020,review
7122,east,2021,ok
7123,east,2022,ok
7124,east,2023,ok
7125,east,2024,ok
7126,east,2025,review
7127,east,2026,ok
7128,east,2027,ok
7129,east,2028,ok
7130,east,2029,ok
7131,east,2030,review
7132,east,2031,ok
7133,east,2032,ok
7134,east,2033,ok
7135,east,2034,ok
7136,east,2035,review
7137,east,2036,ok
7138,east,2037,ok
7139,east,2038,ok
7140,east,2039,ok
7141,east,2040,review
7142,east,2041,ok
7143,east,2042,ok
7144,east,2043,ok
7145,east,2044,ok
7146,east,2045,review
7147,east,2046,ok
7148,east,2047,ok
7149,east,2048,ok
7150,east,2049,ok
7151,east,2050,review
7152,east,2051,ok
7153,east,2052,ok
7154,east,2053,ok
7155,east,2054,ok
7156,east,2055,review
7157,east,2056,ok
7158,east,2057,ok
7159,east,2058,ok
7160,east,2059,ok
7161,east,2060,review
7162,east,2061,ok
7163,east,2062,ok
7164,east,2063,ok
7165,east,2064,ok
7166,east,2065,review
7167,east,2066,ok
7168,east,2067,ok
7169,east,2068,ok
7170,east,2069,ok
7171,east,2070,review
7172,east,2071,ok
7173,east,2072,ok
7174,east,2073,ok
7175,east,2074,ok
7176,east,2075,review
7177,east,2076,ok
7178,east,2077,ok
7179,east,2078,ok
7180,east,2079,ok
7181,east,2080,review
7182,east,2081,ok
7183,east,2082,ok
7184,east,2083,ok
7185,east,2084,ok
7186,east,2085,review
7187,east,2086,ok
7188,east,2087,ok
7189,east,2088,ok
7190,east,2089,ok
7191,east,2090,review
7192,east,2091,ok
7193,east,2092,ok
7194,east,2093,ok
7195,east,2094,ok
7196,east,2095,review
7197,east,2096,ok
7198,east,2097,ok
7199,east,2098,ok
7200,east,2099,ok
7201,east,2000,review
7202,east,2001,ok
7203,east,2002,ok
7204,east,2003,ok
7205,east,2004,ok
7206,east,2005,review
7207,east,2006,ok
7208,east,2007,ok
7209,east,2008,ok
7210,east,2009,ok
7211,east,2010,review
7212,east,2011,ok
7213,east,2012,ok
7214,east,2013,ok
7215,east,2014,ok
7216,east,2015,review
7217,east,2016,ok
7218,east,2017,ok
7219,east,2018,ok
7220,east,2019,ok
7221,east,2020,review
7222,east,2021,ok
7223,east,2022,ok
7224,east,2023,ok
7225,east,2024,ok
7226,east,2025,review
7227,east,2026,ok
7228,east,2027,ok
7229,east,2028,ok
7230,east,2029,ok
7231,east,2030,review
7232,east,2031,ok
7233,east,2032,ok
7234,east,2033,ok
7235,east,2034,ok
7236,east,2035,review
7237,east,2036,ok
7238,east,2037,ok
7239,east,2038,ok
7240,east,2039,ok
7241,east,2040,review
7242,east,2041,ok
7243,east,2042,ok
7244,east,2043,ok
7245,east,2044,ok
7246,east,2045,review
7247,east,2046,ok
7248,east,2047,ok
7249,east,2048,ok
7250,east,2049,ok
7251,east,2050,review
7252,east,2051,ok
7253,east,2052,ok
7254,east,2053,ok
7255,east,2054,ok
7256,east,2055,review
7257,east,2056,ok
7258,east,2057,ok
7259,east,2058,ok
7260,east,2059,ok
7261,east,2060,review
7262,east,2061,ok
7263,east,2062,ok
7264,east,2063,ok
7265,east,2064,ok
7266,east,2065,review
7267,east,2066,ok
7268,east,2067,ok
7269,east,2068,ok
7270,east,2069,ok
7271,east,2070,review
7272,east,2071,ok
7273,east,2072,ok
7274,east,2073,ok
7275,east,2074,ok
7276,east,2075,review
7277,east,2076,ok
7278,east,2077,ok
7279,east,2078,ok
7280,east,2079,ok
7281,east,2080,review
7282,east,2081,ok
7283,east,2082,ok
7284,east,2083,ok
7285,east,2084,ok
7286,east,2085,review
7287,east,2086,ok
7288,east,2087,ok
7289,east,2088,ok
7290,east,2089,ok
7291,east,2090,review
7292,east,2091,ok
7293,east,2092,ok
7294,east,2093,ok
7295,east,2094,ok
7296,east,2095,review
7297,east,2096,ok
7298,east,2097,ok
7299,east,2098,ok
7300,east,2099,ok
7301,east,2000,review
7302,east,2001,ok
7303,east,2002,ok
7304,east,2003,ok
7305,east,2004,ok
7306,east,2005,review
7307,east,2006,ok
7308,east,2007,ok
7309,east,2008,ok
7310,east,2009,ok
7311,east,2010,review
7312,east,2011,ok
7313,east,2012,ok
7314,east,2013,ok
7315,east,2014,ok
7316,east,2015,review
7317,east,2016,ok
7318,east,2017,ok
7319,east,2018,ok
7320,east,2019,ok
7321,east,2020,review
7322,east,2021,ok
7323,east,2022,ok
7324,east,2023,ok
7325,east,2024,ok
7326,east,2025,review
7327,east,2026,ok
7328,east,2027,ok
7329,east,2028,ok
7330,east,2029,ok
7331,east,2030,review
7332,east,2031,ok
7333,east,2032,ok
7334,east,2033,ok
7335,east,2034,ok
7336,east,2035,review
7337,east,2036,ok
7338,east,2037,ok
7339,east,2038,ok
7340,east,2039,ok
7341,east,2040,review
7342,east,2041,ok
7343,east,2042,ok
7344,east,2043,ok
7345,east,2044,ok
7346,east,2045,review
7347,east,2046,ok
7348,east,2047,ok
7349,east,2048,ok
7350,east,2049,ok
7351,east,2050,review
7352,east,2051,ok
7353,east,2052,ok
7354,east,2053,ok
7355,east,2054,ok
7356,east,2055,review
7357,east,2056,ok
7358,east,2057,ok
7359,east,2058,ok
7360,east,2059,ok
7361,east,2060,review
7362,east,2061,ok
7363,east,2062,ok
7364,east,2063,ok
7365,east,2064,ok
7366,east,2065,review
7367,east,2066,ok
7368,east,2067,ok
7369,east,2068,ok
7370,east,2069,ok
7371,east,2070,review
7372,east,2071,ok
7373,east,2072,ok
7374,east,2073,ok
7375,east,2074,ok
7376,east,2075,review
7377,east,2076,ok
7378,east,2077,ok
7379,east,2078,ok
7380,east,2079,ok
7381,east,2080,review
7382,east,2081,ok
7383,east,2082,ok
7384,east,2083,ok
7385,east,2084,ok
7386,east,2085,review
7387,east,2086,ok
7388,east,2087,ok
7389,east,2088,ok
7390,east,2089,ok
7391,east,2090,review
7392,east,2091,ok
7393,east,2092,ok
7394,east,2093,ok
7395,east,2094,ok
7396,east,2095,review
7397,east,2096,ok
7398,east,2097,ok
7399,east,2098,ok
7400,east,2099,ok
7401,east,2000,review
7402,east,2001,ok
7403,east,2002,ok
7404,east,2003,ok
7405,east,2004,ok
7406,east,2005,review
7407,east,2006,ok
7408,east,2007,ok
7409,east,2008,ok
7410,east,2009,ok
7411,east,2010,review
7412,east,2011,ok
7413,east,2012,ok
7414,east,2013,ok
7415,east,2014,ok
7416,east,2015,review
7417,east,2016,ok
7418,east,2017,ok
7419,east,2018,ok
7420,east,2019,ok
7421,east,2020,review
7422,east,2021,ok
7423,east,2022,ok
